QuestionID,ExamYear,BodySystem,Subcategory,ArchetypeName,Cluster,UMAP_X,UMAP_Y
Q2021-274,2021,Nonspecific,Management,Pharmacology & Drug Selection,6,5.948598,-3.0336215
Q2021-275,2021,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.3768363,1.3148246
Q2021-276,2021,Population-Based Care,Counseling,General Adult Medicine -- Undifferentiated,8,5.944605,0.6379922
Q2021-277,2021,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,1,6.9674444,-3.5954719
Q2021-278,2021,Psychogenic,Diagnosis,Pharmacology & Drug Selection,6,5.5729547,-0.19563647
Q2021-279,2021,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,3.937794,1.2532277
Q2021-280,2021,Cardiovascular,Management,Pharmacology & Drug Selection,6,7.4481926,-1.8001976
Q2021-281,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,11,6.845074,-3.597049
Q2021-282,2021,Musculoskeletal,Prevention,Chronic Disease Management,0,6.376588,1.115301
Q2021-283,2021,Respiratory,Management,General Adult Medicine -- Undifferentiated,4,4.5630407,-3.6692436
Q2021-284,2021,Respiratory,Prevention,Pharmacology & Drug Selection,6,8.244317,-0.041089367
Q2021-285,2021,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,6.820618,-3.8798938
Q2021-286,2021,Gastrointestinal,Workup,Acute / Emergent Presentation,10,5.0328074,-1.8988785
Q2021-287,2021,Population-Based Care,Screening,Pediatric Care & Development,3,7.438045,2.1711137
Q2021-288,2021,Reproductive: Female,Treatment,Pharmacology & Drug Selection,6,8.190098,-1.6502302
Q2021-289,2021,Nonspecific,Diagnosis,Pharmacology & Drug Selection,11,6.3635516,-3.7965293
Q2021-290,2021,Musculoskeletal,Management,Acute / Emergent Presentation,5,3.6617455,0.5185152
Q2021-291,2021,Cardiovascular,Screening,Screening & Prevention Guidelines,9,10.809196,-0.52567786
Q2021-292,2021,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,5.724249,-3.1299062
Q2021-293,2021,Respiratory,Prevention,General Adult Medicine -- Undifferentiated,8,8.090242,0.50253195
Q2021-294,2021,Neurologic,Diagnosis,Pharmacology & Drug Selection,6,4.146887,-0.6664922
Q2021-295,2021,Nonspecific,Prevention,Pediatric Care & Development,3,6.749747,2.2992547
Q2021-296,2021,Integumentary,Pharmacology,General Adult Medicine -- Undifferentiated,8,7.361364,-0.1604974
Q2021-297,2021,Integumentary,Interpretation,Pharmacology & Drug Selection,6,3.075312,-0.7888678
Q2021-298,2021,Endocrine,Management,Acute / Emergent Presentation,10,5.3240895,-1.8248532
Q2021-299,2021,Cardiovascular,Management,Pharmacology & Drug Selection,6,7.490556,-1.8275108
Q2021-300,2021,Population-Based Care,Prevention,Pediatric Care & Development,3,6.8449078,2.3365893
Q2021-301,2021,Respiratory,Treatment,Acute / Emergent Presentation,10,7.9710765,-3.461027
Q2021-302,2021,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.7337062,0.29255757
Q2021-303,2021,Gastrointestinal,Treatment,General Adult Medicine -- Undifferentiated,8,8.050668,1.6767664
Q2021-304,2021,Cardiovascular,Treatment,Acute / Emergent Presentation,10,7.1640863,-3.792927
Q2021-305,2021,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.815954,-0.49344385
Q2021-306,2021,Hematologic/ Immune,Prevention,Pharmacology & Drug Selection,6,6.3899565,0.37847742
Q2021-307,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,4.8874173,-0.8191644
Q2021-308,2021,Respiratory,Interpretation,Pharmacology & Drug Selection,6,3.8763309,-4.4219913
Q2021-309,2021,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,2.1888478,-0.5478955
Q2021-310,2021,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.279399,-2.761761
Q2021-311,2021,Integumentary,Workup,Pharmacology & Drug Selection,6,5.188307,2.4298368
Q2021-312,2021,Psychogenic,Management,Pharmacology & Drug Selection,6,8.12288,-2.693103
Q2021-313,2021,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,4.0302544,-0.6295699
Q2021-314,2021,Endocrine,Management,Chronic Disease Management,0,6.038976,-2.0856154
Q2021-315,2021,Gastrointestinal,Diagnosis,Pediatric Care & Development,3,7.548757,2.1991165
Q2021-316,2021,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.5082684,1.0341964
Q2021-317,2021,Respiratory,Treatment,General Adult Medicine -- Undifferentiated,4,4.10376,-3.7594428
Q2021-318,2021,Psychogenic,Pharmacology,Chronic Disease Management,0,7.543661,0.5310797
Q2021-319,2021,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,5.3673186,-0.95758194
Q2021-320,2021,Gastrointestinal,Workup,Pharmacology & Drug Selection,11,7.1686206,-2.5133743
Q2021-321,2021,Integumentary,Diagnosis,Pediatric Care & Development,3,7.627648,2.103207
Q2021-322,2021,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.0936828,-0.6224123
Q2021-323,2021,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,4.7810397,0.18196064
Q2021-324,2021,Cardiovascular,Prognosis/Risk,Acute / Emergent Presentation,5,3.1649814,-0.89072955
Q2021-325,2021,Patient-Based Systems,Screening,Pharmacology & Drug Selection,6,4.3588634,-1.3689542
Q2021-326,2021,Nephrologic,Management,Pharmacology & Drug Selection,6,5.451003,-1.7152649
Q2021-327,2021,Patient-Based Systems,Screening,Screening & Prevention Guidelines,7,9.398676,0.24211514
Q2021-328,2021,Patient-Based Systems,Pharmacology,Chronic Disease Management,0,8.195153,-0.17672388
Q2021-329,2021,Psychogenic,Diagnosis,Pharmacology & Drug Selection,6,5.580332,0.46370816
Q2021-330,2021,Endocrine,Interpretation,Pharmacology & Drug Selection,6,5.9660974,-2.2012506
Q2021-331,2021,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,2.5973518,0.60992604
Q2021-332,2021,Cardiovascular,Prevention,Pharmacology & Drug Selection,11,7.081023,-3.7296088
Q2021-333,2021,Population-Based Care,Prognosis/Risk,Screening & Prevention Guidelines,9,10.586913,-0.58228016
Q2021-334,2021,Respiratory,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.20761,-3.4790773
Q2021-335,2021,Gastrointestinal,Diagnosis,Chronic Disease Management,0,7.7641706,-0.48679483
Q2021-336,2021,Special Sensory,Screening,Pediatric Care & Development,3,7.1989365,2.2709072
Q2021-337,2021,Musculoskeletal,Treatment,Pharmacology & Drug Selection,6,3.862476,0.77666605
Q2021-338,2021,Nonspecific,Diagnosis,Pharmacology & Drug Selection,6,7.3299174,-2.6172712
Q2021-339,2021,Endocrine,Management,Pharmacology & Drug Selection,1,7.2619863,-1.3721925
Q2021-340,2021,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.3296218,0.44785243
Q2021-341,2021,Respiratory,Management,Pharmacology & Drug Selection,6,3.9615803,-4.645846
Q2021-342,2021,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.1617448,-0.5976686
Q2021-343,2021,Cardiovascular,Counseling,Pharmacology & Drug Selection,6,4.8739605,0.1351723
Q2021-344,2021,Patient-Based Systems,Prognosis/Risk,Pharmacology & Drug Selection,6,5.221607,0.7257596
Q2021-345,2021,Endocrine,Workup,Pharmacology & Drug Selection,6,5.91388,-2.0825682
Q2021-346,2021,Psychogenic,Treatment,Pharmacology & Drug Selection,6,7.4831333,-2.2942667
Q2021-347,2021,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.4051964,1.2902061
Q2021-348,2021,Respiratory,Management,Pharmacology & Drug Selection,6,5.047719,0.96430993
Q2021-349,2021,Gastrointestinal,Management,Pharmacology & Drug Selection,6,7.489627,2.1850314
Q2021-350,2021,Respiratory,Pharmacology,Acute / Emergent Presentation,5,3.9652627,-2.979008
Q2021-351,2021,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,4.5895123,-2.0288954
Q2021-352,2021,Reproductive: Female,Workup,Screening & Prevention Guidelines,7,9.553239,-0.4324925
Q2021-353,2021,Respiratory,Prevention,Pediatric Care & Development,3,7.017962,1.9088268
Q2021-354,2021,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.3337262,-0.58133435
Q2021-355,2021,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,7.3695273,-0.58771884
Q2021-356,2021,Cardiovascular,Treatment,Pharmacology & Drug Selection,6,4.8668222,-0.72120315
Q2021-357,2021,Hematologic/ Immune,Pharmacology,Pediatric Care & Development,3,7.5364294,2.1828487
Q2021-358,2021,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,6,5.3847613,2.1965
Q2021-359,2021,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.9266224,-3.1332326
Q2021-360,2021,Respiratory,Workup,General Adult Medicine -- Undifferentiated,4,5.4003906,-3.1273994
Q2021-361,2021,Musculoskeletal,Treatment,General Adult Medicine -- Undifferentiated,8,5.327662,1.4660141
Q2021-362,2021,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,3.9790168,1.2813634
Q2021-363,2021,Cardiovascular,Prevention,Pharmacology & Drug Selection,1,5.7133946,1.5821007
Q2021-364,2021,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.789616,1.9617069
Q2021-365,2021,Gastrointestinal,Pharmacology,General Adult Medicine -- Undifferentiated,8,5.8706303,1.5737948
Q2021-366,2021,Cardiovascular,Management,General Adult Medicine -- Undifferentiated,4,4.154725,-3.0208333
Q2021-367,2021,Population-Based Care,Pharmacology,Screening & Prevention Guidelines,9,10.7346945,-0.48517597
Q2021-368,2021,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,6.3479977,1.0960983
Q2021-369,2021,Hematologic/ Immune,Management,Pharmacology & Drug Selection,6,9.434713,-3.1903157
Q2021-370,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,7.2818894,-0.7884718
Q2021-371,2021,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,3.299488,1.141305
Q2021-372,2021,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,7.311892,-3.5138562
Q2021-373,2021,Respiratory,Diagnosis,Pediatric Care & Development,3,4.3165593,-2.2527375
Q2021-374,2021,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.0254016,-0.2010073
Q2021-375,2021,Reproductive: Female,Management,Chronic Disease Management,0,8.426663,-0.7701074
Q2021-376,2021,Nonspecific,Workup,Pharmacology & Drug Selection,6,7.3862085,-0.25929207
Q2021-377,2021,Musculoskeletal,Screening,Pharmacology & Drug Selection,6,6.696853,0.61221045
Q2021-378,2021,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,7.1524663,0.49270275
Q2021-379,2021,Gastrointestinal,Treatment,Chronic Disease Management,0,7.007036,-1.5034239
Q2021-380,2021,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.3641477,-3.6233153
Q2021-381,2021,Cardiovascular,Pharmacology,Chronic Disease Management,0,7.574396,-1.4805379
Q2021-382,2021,Nephrologic,Pharmacology,Pharmacology & Drug Selection,11,6.77727,-3.6008534
Q2021-383,2021,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,9.317923,-1.7549986
Q2021-384,2021,Neurologic,Pharmacology,Pharmacology & Drug Selection,6,4.1023154,-0.598823
Q2021-385,2021,Cardiovascular,Prevention,Pharmacology & Drug Selection,1,6.2647214,-2.4716182
Q2021-386,2021,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,5.185954,2.4321232
Q2021-387,2021,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,6,5.8250337,-1.3080058
Q2021-388,2021,Respiratory,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.8915877,-3.4542482
Q2021-389,2021,Cardiovascular,Management,Chronic Disease Management,2,4.793406,-3.7844765
Q2021-390,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,6.653624,-2.2773488
Q2021-391,2021,Musculoskeletal,Management,Pharmacology & Drug Selection,6,8.114794,-3.191905
Q2021-392,2021,Endocrine,Diagnosis,Pharmacology & Drug Selection,6,6.0572033,-2.9165034
Q2021-393,2021,Gastrointestinal,Treatment,Pharmacology & Drug Selection,6,7.0705585,-2.391805
Q2021-394,2021,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,7.2306433,-2.3796864
Q2021-395,2021,Respiratory,Workup,Pharmacology & Drug Selection,6,4.99732,-2.6435218
Q2021-396,2021,Nonspecific,Pharmacology,General Adult Medicine -- Undifferentiated,8,5.872612,1.4650388
Q2021-397,2021,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.3723705,1.322032
Q2021-398,2021,Population-Based Care,Pharmacology,General Adult Medicine -- Undifferentiated,8,8.434653,0.4113137
Q2021-399,2021,Cardiovascular,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.7473516,-2.9392228
Q2021-400,2021,Endocrine,Treatment,Chronic Disease Management,0,7.6704965,-2.0609775
Q2022-401,2022,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,7.332598,-3.363714
Q2022-402,2022,Respiratory,Diagnosis,Pharmacology & Drug Selection,6,5.1602497,2.463306
Q2022-403,2022,Gastrointestinal,Treatment,Pharmacology & Drug Selection,6,7.0970206,0.41028807
Q2022-404,2022,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,7.2240977,0.9554638
Q2022-405,2022,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,6,6.397537,1.1046169
Q2022-406,2022,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,6.7152123,-2.230461
Q2022-407,2022,Nonspecific,Prevention,General Adult Medicine -- Undifferentiated,8,8.419293,1.3058503
Q2022-408,2022,Reproductive: Male,Pharmacology,Pharmacology & Drug Selection,6,5.9622483,-0.8448032
Q2022-409,2022,Patient-Based Systems,Counseling,Pharmacology & Drug Selection,6,7.491266,0.26693192
Q2022-410,2022,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,5.190396,2.4235532
Q2022-411,2022,Nephrologic,Pharmacology,Pharmacology & Drug Selection,6,9.446453,-3.2000465
Q2022-412,2022,Reproductive: Female,Diagnosis,Pharmacology & Drug Selection,6,7.7154384,-2.0445142
Q2022-413,2022,Cardiovascular,Pharmacology,Chronic Disease Management,2,4.8067045,-0.80010176
Q2022-414,2022,Respiratory,Interpretation,Pharmacology & Drug Selection,6,9.484835,-3.2289615
Q2022-415,2022,Musculoskeletal,Screening,General Adult Medicine -- Undifferentiated,8,5.7885365,1.5779136
Q2022-416,2022,Gastrointestinal,Management,Pharmacology & Drug Selection,6,9.485343,-3.2127082
Q2022-417,2022,Endocrine,Diagnosis,Pharmacology & Drug Selection,6,5.6537495,-2.3338373
Q2022-418,2022,Nonspecific,Treatment,Pharmacology & Drug Selection,6,4.1898966,-2.6400857
Q2022-419,2022,Population-Based Care,Screening,Pediatric Care & Development,3,7.1926765,1.9101278
Q2022-420,2022,Neurologic,Pharmacology,Pharmacology & Drug Selection,6,6.091516,0.12815873
Q2022-421,2022,Hematologic/ Immune,Pharmacology,Pharmacology & Drug Selection,6,6.043996,-1.1586648
Q2022-422,2022,Psychogenic,Treatment,Pharmacology & Drug Selection,6,7.388579,-1.9672252
Q2022-423,2022,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.474266,-1.8798593
Q2022-424,2022,Integumentary,Pharmacology,Pharmacology & Drug Selection,1,3.2179995,-1.5531762
Q2022-425,2022,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,3.7823687,-4.0003614
Q2022-426,2022,Gastrointestinal,Diagnosis,General Adult Medicine -- Undifferentiated,8,8.38612,1.3889742
Q2022-427,2022,Musculoskeletal,Workup,Pharmacology & Drug Selection,6,5.0597286,0.7205826
Q2022-428,2022,Endocrine,Workup,Pharmacology & Drug Selection,6,6.3318768,-1.9375273
Q2022-429,2022,Nonspecific,Workup,Acute / Emergent Presentation,10,7.5303454,-3.5459023
Q2022-430,2022,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,4.974951,0.905251
Q2022-431,2022,Gastrointestinal,Workup,Acute / Emergent Presentation,5,4.7712946,-1.7097855
Q2022-432,2022,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,3.9008203,-2.2484634
Q2022-433,2022,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,11,6.86652,-3.6421833
Q2022-434,2022,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,6.335514,-1.0876877
Q2022-435,2022,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.768154,-0.5158334
Q2022-436,2022,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,9.13838,-0.9328496
Q2022-437,2022,Nephrologic,Interpretation,Chronic Disease Management,2,2.188216,-2.5103705
Q2022-438,2022,Special Sensory,Diagnosis,Pharmacology & Drug Selection,6,5.1277423,1.2955687
Q2022-439,2022,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,5.1983876,-0.17406106
Q2022-440,2022,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,6.510607,-0.34928036
Q2022-441,2022,Respiratory,Management,Pediatric Care & Development,3,3.7875926,-4.03852
Q2022-442,2022,Musculoskeletal,Treatment,Acute / Emergent Presentation,10,4.409506,-1.1154945
Q2022-443,2022,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,6.5566487,-2.4037566
Q2022-444,2022,Patient-Based Systems,Management,General Adult Medicine -- Undifferentiated,8,5.218652,1.4394387
Q2022-445,2022,Neurologic,Pharmacology,Acute / Emergent Presentation,5,3.2983017,0.5299136
Q2022-446,2022,Gastrointestinal,Workup,Pharmacology & Drug Selection,6,5.4544654,0.34531176
Q2022-447,2022,Nonspecific,Prevention,General Adult Medicine -- Undifferentiated,8,8.407079,1.4063205
Q2022-448,2022,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,11,6.478058,-4.124594
Q2022-449,2022,Respiratory,Prognosis/Risk,General Adult Medicine -- Undifferentiated,8,3.9731822,2.2388494
Q2022-450,2022,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,7.286457,-0.20404856
Q2022-451,2022,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,3.418971,0.6410649
Q2022-452,2022,Population-Based Care,Prognosis/Risk,General Adult Medicine -- Undifferentiated,8,5.815021,1.5450747
Q2022-453,2022,Hematologic/ Immune,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.413161,-3.467499
Q2022-454,2022,Reproductive: Female,Management,Pharmacology & Drug Selection,6,8.516239,-1.4938095
Q2022-455,2022,Nonspecific,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.8198643,-3.5559735
Q2022-456,2022,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,6.4921484,-2.458059
Q2022-457,2022,Psychogenic,Pharmacology,Chronic Disease Management,0,7.56461,0.4823016
Q2022-458,2022,Musculoskeletal,Screening,Chronic Disease Management,0,8.468179,-0.19391036
Q2022-459,2022,Patient-Based Systems,Pharmacology,General Adult Medicine -- Undifferentiated,8,6.4469643,1.7197133
Q2022-460,2022,Respiratory,Workup,Pharmacology & Drug Selection,6,9.483222,-3.237802
Q2022-461,2022,Cardiovascular,Management,Pharmacology & Drug Selection,11,6.3974423,-3.9820356
Q2022-462,2022,Nephrologic,Interpretation,Chronic Disease Management,2,2.0234077,-2.4335482
Q2022-463,2022,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,6.8409085,-0.3703717
Q2022-464,2022,Population-Based Care,Counseling,Pharmacology & Drug Selection,6,6.6553874,1.5306224
Q2022-465,2022,Endocrine,Screening,General Adult Medicine -- Undifferentiated,8,8.246746,1.572763
Q2022-466,2022,Respiratory,Workup,General Adult Medicine -- Undifferentiated,4,4.043087,-2.988715
Q2022-467,2022,Musculoskeletal,Workup,Pharmacology & Drug Selection,6,4.3397155,0.04463182
Q2022-468,2022,Integumentary,Pharmacology,Pharmacology & Drug Selection,6,5.591881,-0.05469076
Q2022-469,2022,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,11,6.307622,-4.020585
Q2022-470,2022,Respiratory,Treatment,General Adult Medicine -- Undifferentiated,4,3.8980916,-4.360305
Q2022-471,2022,Hematologic/ Immune,Management,Pharmacology & Drug Selection,6,4.061171,-4.277998
Q2022-472,2022,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,5.6261263,0.09145476
Q2022-473,2022,Population-Based Care,Screening,Pharmacology & Drug Selection,1,3.2323291,-1.5468348
Q2022-474,2022,Nonspecific,Diagnosis,Pharmacology & Drug Selection,6,3.866449,-0.21857592
Q2022-475,2022,Musculoskeletal,Workup,Pharmacology & Drug Selection,6,6.606121,-1.7149284
Q2022-476,2022,Respiratory,Management,Pharmacology & Drug Selection,6,7.0976276,-2.368213
Q2022-477,2022,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,6.7351184,-3.9689984
Q2022-478,2022,Neurologic,Pharmacology,Pharmacology & Drug Selection,6,5.3866477,1.1634312
Q2022-479,2022,Integumentary,Diagnosis,Pharmacology & Drug Selection,6,5.18911,2.4354932
Q2022-480,2022,Nonspecific,Pharmacology,General Adult Medicine -- Undifferentiated,8,8.620779,-1.4184426
Q2022-481,2022,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,6.685939,-2.6753967
Q2022-482,2022,Musculoskeletal,Screening,Pharmacology & Drug Selection,6,6.070692,0.9765484
Q2022-483,2022,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,2.3478563,1.3871511
Q2022-484,2022,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,6.8616014,-0.9015961
Q2022-485,2022,Cardiovascular,Pharmacology,Chronic Disease Management,0,7.5622725,-1.2982966
Q2022-486,2022,Gastrointestinal,Pharmacology,Acute / Emergent Presentation,10,4.9427104,-1.7831988
Q2022-487,2022,Population-Based Care,Prognosis/Risk,Pharmacology & Drug Selection,6,5.0055346,1.0313184
Q2022-488,2022,Reproductive: Female,Diagnosis,Pharmacology & Drug Selection,6,8.473975,-1.5320991
Q2022-489,2022,Nonspecific,Prognosis/Risk,Pharmacology & Drug Selection,6,7.2936983,1.0530356
Q2022-490,2022,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,6,6.4429502,-1.8797101
Q2022-491,2022,Cardiovascular,Screening,General Adult Medicine -- Undifferentiated,8,5.8891644,1.5237129
Q2022-492,2022,Psychogenic,Treatment,Pharmacology & Drug Selection,6,6.2279224,-0.91646975
Q2022-493,2022,Respiratory,Screening,Screening & Prevention Guidelines,9,10.321448,-0.39611655
Q2022-494,2022,Population-Based Care,Pharmacology,Chronic Disease Management,2,2.1316125,-2.4810958
Q2022-495,2022,Special Sensory,Diagnosis,Pharmacology & Drug Selection,1,3.2673037,-1.551633
Q2022-496,2022,Nephrologic,Pharmacology,Chronic Disease Management,0,7.6414065,-1.4145483
Q2022-497,2022,Respiratory,Pharmacology,Pharmacology & Drug Selection,1,6.413564,-2.4829082
Q2022-498,2022,Endocrine,Pharmacology,General Adult Medicine -- Undifferentiated,8,8.29866,1.3569094
Q2022-499,2022,Cardiovascular,Pharmacology,Acute / Emergent Presentation,10,6.8054023,-3.9011998
Q2022-500,2022,Patient-Based Systems,Interpretation,Screening & Prevention Guidelines,7,9.500445,0.2686527
Q2022-501,2022,Respiratory,Treatment,General Adult Medicine -- Undifferentiated,4,4.1478133,-3.30722
Q2022-502,2022,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.118617,-0.72196144
Q2022-503,2022,Nonspecific,Workup,Pharmacology & Drug Selection,6,5.7905426,-2.9628284
Q2022-504,2022,Gastrointestinal,Prevention,Pharmacology & Drug Selection,6,7.571462,0.08997481
Q2022-505,2022,Psychogenic,Diagnosis,Acute / Emergent Presentation,10,4.4642625,-1.1622192
Q2022-506,2022,Hematologic/ Immune,Pharmacology,Pharmacology & Drug Selection,6,7.845052,-0.5402779
Q2022-507,2022,Cardiovascular,Prevention,Pharmacology & Drug Selection,6,5.3332906,1.0859345
Q2022-508,2022,Respiratory,Pharmacology,Pediatric Care & Development,3,3.9876673,-2.4129984
Q2022-509,2022,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,2.5676522,0.3088081
Q2022-510,2022,Nonspecific,Management,General Adult Medicine -- Undifferentiated,4,4.394423,-3.4738607
Q2022-511,2022,Integumentary,Pharmacology,Acute / Emergent Presentation,5,3.3728232,-0.11384701
Q2022-512,2022,Reproductive: Female,Treatment,Acute / Emergent Presentation,5,8.875036,0.8213095
Q2022-513,2022,Neurologic,Pathophysiology,Acute / Emergent Presentation,5,2.741809,0.16309388
Q2022-514,2022,Endocrine,Treatment,Chronic Disease Management,2,2.1700258,-2.4782457
Q2022-515,2022,Patient-Based Systems,Prevention,Chronic Disease Management,0,8.359224,0.011737828
Q2022-516,2022,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,10,7.742896,-3.5046751
Q2022-517,2022,Respiratory,Diagnosis,General Adult Medicine -- Undifferentiated,4,4.333,-3.2487762
Q2022-518,2022,Psychogenic,Treatment,Pharmacology & Drug Selection,6,6.1215286,-0.47298375
Q2022-519,2022,Cardiovascular,Management,Acute / Emergent Presentation,5,2.9579115,-0.4582498
Q2022-520,2022,Gastrointestinal,Pharmacology,Pediatric Care & Development,3,6.862867,2.3078332
Q2022-521,2022,Nonspecific,Pharmacology,General Adult Medicine -- Undifferentiated,8,8.002499,1.8365781
Q2022-522,2022,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,2.2053256,0.4865614
Q2022-523,2022,Cardiovascular,Screening,Pharmacology & Drug Selection,6,5.9302397,-1.5165884
Q2022-524,2022,Respiratory,Workup,Pharmacology & Drug Selection,6,4.083635,-2.1657643
Q2022-525,2022,Patient-Based Systems,Pharmacology,Pharmacology & Drug Selection,11,6.5241723,-3.585336
Q2022-526,2022,Nephrologic,Pharmacology,Chronic Disease Management,2,2.3691173,-2.5985365
Q2022-527,2022,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,6,8.258329,-1.3856628
Q2022-528,2022,Nonspecific,Counseling,Pharmacology & Drug Selection,6,6.99258,-1.0293816
Q2022-529,2022,Psychogenic,Management,Pharmacology & Drug Selection,6,5.9728794,0.15807422
Q2022-530,2022,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,7.2713447,-1.3806784
Q2022-531,2022,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,3.3137653,1.1532013
Q2022-532,2022,Cardiovascular,Treatment,Acute / Emergent Presentation,10,5.3410444,-2.0426571
Q2022-533,2022,Population-Based Care,Management,Pharmacology & Drug Selection,6,4.0013223,-0.12311709
Q2022-534,2022,Respiratory,Management,Pharmacology & Drug Selection,6,4.744215,0.09044702
Q2022-535,2022,Gastrointestinal,Pharmacology,Chronic Disease Management,0,8.144764,-0.26506415
Q2022-536,2022,Special Sensory,Management,Pharmacology & Drug Selection,6,3.5735254,-0.25077382
Q2022-537,2022,Integumentary,Treatment,Pharmacology & Drug Selection,1,6.4533615,-2.5084562
Q2022-538,2022,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,7.754692,-0.60798603
Q2022-539,2022,Endocrine,Pharmacology,Pharmacology & Drug Selection,1,6.9388747,-2.6035354
Q2022-540,2022,Cardiovascular,Diagnosis,Pharmacology & Drug Selection,6,6.478276,-0.18980536
Q2022-541,2022,Respiratory,Pharmacology,General Adult Medicine -- Undifferentiated,4,4.139062,-2.6057336
Q2022-542,2022,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.4811707,1.2053748
Q2022-543,2022,Neurologic,Pathophysiology,Acute / Emergent Presentation,5,3.2053668,0.14481907
Q2022-544,2022,Patient-Based Systems,Screening,Screening & Prevention Guidelines,9,10.267952,-0.64546144
