QuestionID,ExamYear,BodySystem,Subcategory,ArchetypeName,Cluster,UMAP_X,UMAP_Y
Q2025-082,2025,Musculoskeletal,Interpretation,Pharmacology & Drug Selection,6,7.025995,1.9591333
Q2025-083,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,5.3704004,-1.0171483
Q2025-084,2025,Population-Based Care,Prognosis/Risk,Screening & Prevention Guidelines,7,9.450651,0.28751105
Q2025-085,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,4.9698205,0.07053575
Q2025-086,2025,Psychogenic,Counseling,Pharmacology & Drug Selection,11,5.905377,-3.937734
Q2025-087,2025,Nonspecific,Diagnosis,Pharmacology & Drug Selection,11,7.3877068,-3.6628554
Q2025-088,2025,Respiratory,Prevention,Pediatric Care & Development,3,7.3210354,1.9893706
Q2025-089,2025,Musculoskeletal,Management,Pediatric Care & Development,3,4.58833,-1.2992265
Q2025-090,2025,Respiratory,Counseling,Screening & Prevention Guidelines,7,9.343513,-1.7860053
Q2025-091,2025,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,4.8774533,0.8014212
Q2025-092,2025,Nonspecific,Management,Acute / Emergent Presentation,10,7.145298,-3.431184
Q2025-093,2025,Cardiovascular,Pharmacology,General Adult Medicine -- Undifferentiated,4,6.4573617,-4.5710926
Q2025-094,2025,Endocrine,Workup,Pharmacology & Drug Selection,11,7.191325,-3.6797402
Q2025-095,2025,Neurologic,Diagnosis,Acute / Emergent Presentation,5,2.7568572,0.3932693
Q2025-096,2025,Reproductive: Female,Management,Acute / Emergent Presentation,5,8.343752,-1.1621232
Q2025-097,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,11,6.3348956,-4.0128016
Q2025-098,2025,Gastrointestinal,Screening,Acute / Emergent Presentation,10,6.922115,-1.4940151
Q2025-099,2025,Nephrologic,Management,Pharmacology & Drug Selection,6,7.9361005,-1.0722164
Q2025-100,2025,Cardiovascular,Treatment,Acute / Emergent Presentation,5,2.863161,-0.86381376
Q2025-101,2025,Musculoskeletal,Workup,Acute / Emergent Presentation,5,2.816397,-0.8051982
Q2025-102,2025,Integumentary,Management,Pharmacology & Drug Selection,11,6.1178927,-3.9126418
Q2025-103,2025,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,3.9012752,-2.2176752
Q2025-104,2025,Respiratory,Screening,Screening & Prevention Guidelines,9,10.267348,-0.4688394
Q2025-105,2025,Reproductive: Male,Treatment,Pharmacology & Drug Selection,11,5.892766,-3.7526712
Q2025-106,2025,Musculoskeletal,Management,Acute / Emergent Presentation,10,4.2069435,-0.96507895
Q2025-107,2025,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,4.8466625,-1.690545
Q2025-108,2025,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,6,6.1146083,0.09894568
Q2025-109,2025,Respiratory,Pharmacology,Pediatric Care & Development,3,6.790043,2.192051
Q2025-110,2025,Psychogenic,Pharmacology,Pediatric Care & Development,3,5.365879,0.4502694
Q2025-111,2025,Musculoskeletal,Counseling,General Adult Medicine -- Undifferentiated,8,2.2455816,0.44040373
Q2025-112,2025,Reproductive: Female,Management,Acute / Emergent Presentation,5,9.024425,0.7721043
Q2025-113,2025,Nonspecific,Counseling,General Adult Medicine -- Undifferentiated,8,5.8462844,1.5276191
Q2025-114,2025,Nonspecific,Diagnosis,Pharmacology & Drug Selection,6,6.742509,-0.68698776
Q2025-115,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,11,6.467636,-3.974773
Q2025-116,2025,Special Sensory,Screening,Pediatric Care & Development,3,10.794931,-0.5072619
Q2025-117,2025,Nephrologic,Prognosis/Risk,Chronic Disease Management,2,2.0318222,-2.4881961
Q2025-118,2025,Patient-Based Systems,Management,Pharmacology & Drug Selection,6,4.940078,-0.26252967
Q2025-119,2025,Reproductive: Female,Workup,Pharmacology & Drug Selection,6,8.260568,-1.7749832
Q2025-120,2025,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,5.3219995,-1.7864038
Q2025-121,2025,Endocrine,Management,Acute / Emergent Presentation,10,7.6317945,-3.6175818
Q2025-122,2025,Neurologic,Management,Acute / Emergent Presentation,5,3.5773938,0.2263273
Q2025-123,2025,Nonspecific,Workup,Acute / Emergent Presentation,10,4.562863,-1.2277492
Q2025-124,2025,Reproductive: Female,Pathophysiology,Pediatric Care & Development,3,7.405154,2.2650166
Q2025-125,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,6.054821,0.12786022
Q2025-126,2025,Respiratory,Prevention,General Adult Medicine -- Undifferentiated,4,4.039119,-3.7377493
Q2025-127,2025,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.2486124,-0.58748084
Q2025-128,2025,Gastrointestinal,Management,Pharmacology & Drug Selection,6,5.7999177,-2.9448988
Q2025-129,2025,Cardiovascular,Management,Pharmacology & Drug Selection,11,7.0833726,-3.8142712
Q2025-130,2025,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.1189115,-0.6152451
Q2025-131,2025,Special Sensory,Management,Chronic Disease Management,0,8.200461,-0.35562065
Q2025-132,2025,Cardiovascular,Management,Pharmacology & Drug Selection,6,5.3515687,-1.9426829
Q2025-133,2025,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,10,5.4617286,-1.8998729
Q2025-134,2025,Reproductive: Female,Screening,General Adult Medicine -- Undifferentiated,8,8.451624,1.3965409
Q2025-135,2025,Gastrointestinal,Prevention,General Adult Medicine -- Undifferentiated,8,8.184435,0.22205292
Q2025-136,2025,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.429679,-0.5187888
Q2025-137,2025,Special Sensory,Diagnosis,Acute / Emergent Presentation,5,3.9408073,0.09997228
Q2025-138,2025,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,3.038787,-0.62779844
Q2025-139,2025,Nonspecific,Pharmacology,Pharmacology & Drug Selection,6,4.1913404,-0.9468293
Q2025-140,2025,Musculoskeletal,Management,Pharmacology & Drug Selection,6,8.000137,-1.0915407
Q2025-141,2025,Musculoskeletal,Interpretation,Pharmacology & Drug Selection,11,6.0765915,-3.8703232
Q2025-142,2025,Nephrologic,Workup,Acute / Emergent Presentation,10,4.3872485,-1.4308393
Q2025-143,2025,Patient-Based Systems,Counseling,Pharmacology & Drug Selection,6,7.2863603,0.40965706
Q2025-144,2025,Integumentary,Diagnosis,Pharmacology & Drug Selection,1,3.9996197,1.3173803
Q2025-145,2025,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,8.368143,-2.7819624
Q2025-146,2025,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,4.3760605,-2.2028854
Q2025-147,2025,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,3.27541,1.1178081
Q2025-148,2025,Gastrointestinal,Treatment,Pharmacology & Drug Selection,6,4.914221,-1.7582676
Q2025-149,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,6.581819,-0.47283682
Q2025-150,2025,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.516766,-0.49108952
Q2025-151,2025,Cardiovascular,Prevention,Acute / Emergent Presentation,10,4.728543,0.031060703
Q2025-152,2025,Respiratory,Management,General Adult Medicine -- Undifferentiated,4,5.26902,-3.123587
Q2025-153,2025,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.703349,-0.56607884
Q2025-154,2025,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.2166982,0.3842755
Q2025-155,2025,Musculoskeletal,Pharmacology,Pharmacology & Drug Selection,1,2.1353154,-0.6881302
Q2025-156,2025,Cardiovascular,Pharmacology,Pharmacology & Drug Selection,6,6.2818313,-3.2110937
Q2025-157,2025,Respiratory,Pharmacology,Pharmacology & Drug Selection,6,5.8239326,-0.9745627
Q2025-158,2025,Nonspecific,Screening,Pediatric Care & Development,3,6.753737,2.2860444
Q2025-159,2025,Nonspecific,Management,Pharmacology & Drug Selection,11,6.1601615,-3.8183575
Q2025-160,2025,Musculoskeletal,Pharmacology,Acute / Emergent Presentation,5,2.1435003,-0.5173034
Q2025-161,2025,Patient-Based Systems,Pharmacology,Pharmacology & Drug Selection,1,6.420558,-2.4052465
Q2025-162,2025,Gastrointestinal,Prevention,Pharmacology & Drug Selection,6,7.079962,-2.3002667
Q2025-163,2025,Endocrine,Management,Pharmacology & Drug Selection,6,7.6608934,-2.105889
Q2025-164,2025,Cardiovascular,Prevention,Pediatric Care & Development,3,6.7973595,2.3768911
Q2025-165,2025,Nonspecific,Management,Pharmacology & Drug Selection,11,5.775013,-3.7663388
Q2025-166,2025,Cardiovascular,Treatment,Chronic Disease Management,2,2.788132,-2.5591908
Q2025-167,2025,Musculoskeletal,Management,Acute / Emergent Presentation,5,2.7927287,0.22936948
Q2025-168,2025,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.592255,-0.50157475
Q2025-169,2025,Respiratory,Management,Pharmacology & Drug Selection,6,6.929363,0.052929338
Q2025-170,2025,Endocrine,Pharmacology,Acute / Emergent Presentation,10,7.172096,-3.6793764
Q2025-171,2025,Nonspecific,Management,Pharmacology & Drug Selection,6,5.557818,0.07227784
Q2025-172,2025,Reproductive: Female,Pharmacology,Pharmacology & Drug Selection,6,6.800013,-0.32418993
Q2025-173,2025,Reproductive: Female,Workup,Pharmacology & Drug Selection,6,8.212747,-1.0530262
Q2025-174,2025,Musculoskeletal,Diagnosis,Acute / Emergent Presentation,5,2.1848805,0.4524497
Q2025-175,2025,Psychogenic,Screening,Screening & Prevention Guidelines,9,10.756469,-0.48496535
Q2025-176,2025,Integumentary,Pharmacology,General Adult Medicine -- Undifferentiated,8,5.042816,1.6863536
Q2025-177,2025,Gastrointestinal,Pharmacology,General Adult Medicine -- Undifferentiated,8,2.885664,2.1954427
Q2025-178,2025,Neurologic,Management,Pharmacology & Drug Selection,6,4.0730524,-0.20116493
Q2025-179,2025,Psychogenic,Management,Chronic Disease Management,0,5.1864877,1.3846447
Q2025-180,2025,Nonspecific,Pharmacology,Acute / Emergent Presentation,10,7.352174,-3.4290931
Q2025-181,2025,Population-Based Care,Screening,Screening & Prevention Guidelines,9,10.80432,-0.5189446
Q2025-182,2025,Gastrointestinal,Diagnosis,Pediatric Care & Development,3,4.788931,-1.744131
Q2025-183,2025,Respiratory,Counseling,Pharmacology & Drug Selection,6,9.387213,-1.7748898
Q2025-184,2025,Nephrologic,Pharmacology,Pharmacology & Drug Selection,11,6.096501,-4.006988
Q2025-185,2025,Nonspecific,Workup,Acute / Emergent Presentation,10,7.2807956,-3.3759587
Q2025-186,2025,Musculoskeletal,Treatment,Acute / Emergent Presentation,5,2.9131165,-0.5792576
Q2025-187,2025,Cardiovascular,Pharmacology,Chronic Disease Management,0,6.3616867,0.1626423
Q2025-188,2025,Nonspecific,Workup,Pharmacology & Drug Selection,6,7.433524,-2.8574462
Q2025-189,2025,Gastrointestinal,Screening,Screening & Prevention Guidelines,7,9.570451,-0.37373385
Q2025-190,2025,Gastrointestinal,Counseling,Acute / Emergent Presentation,5,4.8321667,-1.7622615
Q2025-191,2025,Musculoskeletal,Screening,Screening & Prevention Guidelines,9,10.353228,-0.6588122
Q2025-192,2025,Cardiovascular,Management,Chronic Disease Management,2,2.106554,-2.5211933
Q2025-193,2025,Musculoskeletal,Management,Pharmacology & Drug Selection,6,4.405308,-0.87258166
Q2025-194,2025,Endocrine,Pharmacology,Pharmacology & Drug Selection,6,5.9991937,-2.0568962
Q2025-195,2025,Psychogenic,Pharmacology,Pharmacology & Drug Selection,6,6.932808,1.0004996
Q2025-196,2025,Patient-Based Systems,Management,Pharmacology & Drug Selection,1,5.9610333,-1.5848051
Q2025-197,2025,Nonspecific,Management,Pharmacology & Drug Selection,6,4.5816216,-0.53118974
Q2025-198,2025,Gastrointestinal,Screening,Screening & Prevention Guidelines,7,9.407554,-0.25400814
Q2025-199,2025,Gastrointestinal,Pharmacology,Pharmacology & Drug Selection,6,4.9629126,-1.7914754
Q2025-200,2025,Integumentary,Management,Acute / Emergent Presentation,5,3.1635287,0.25666234
